x,psi_0,psi_1,psi_2,potential_scaled
4.249249,-0.000009,0.000054,-0.000223,0.902806
4.259259,-0.000009,0.000052,-0.000215,0.907064
4.269269,-0.000008,0.000050,-0.000207,0.911333
4.279279,-0.000008,0.000048,-0.000199,0.915612
4.289289,-0.000008,0.000046,-0.000192,0.919900
4.299299,-0.000007,0.000044,-0.000185,0.924199
4.309309,-0.000007,0.000042,-0.000178,0.928507
4.319319,-0.000007,0.000041,-0.000171,0.932826
4.329329,-0.000006,0.000039,-0.000164,0.937155
4.339339,-0.000006,0.000037,-0.000158,0.941493
4.349349,-0.000006,0.000036,-0.000152,0.945842
4.359359,-0.000006,0.000034,-0.000146,0.950201
4.369369,-0.000005,0.000033,-0.000141,0.954569
4.379379,-0.000005,0.000032,-0.000135,0.958948
4.389389,-0.000005,0.000030,-0.000130,0.963337
4.399399,-0.000005,0.000029,-0.000125,0.967736
4.409409,-0.000004,0.000028,-0.000120,0.972145
4.419419,-0.000004,0.000027,-0.000115,0.976563
4.429429,-0.000004,0.000026,-0.000111,0.980992
4.439439,-0.000004,0.000025,-0.000106,0.985431
4.449449,-0.000004,0.000024,-0.000102,0.989880
4.459459,-0.000004,0.000023,-0.000098,0.994339
4.469469,-0.000003,0.000022,-0.000094,0.998808
4.479479,-0.000003,0.000021,-0.000090,1.003287
4.489489,-0.000003,0.000020,-0.000087,1.007776
4.499499,-0.000003,0.000019,-0.000083,1.012275
4.509510,-0.000003,0.000018,-0.000080,1.016784
4.519520,-0.000003,0.000017,-0.000076,1.021303
4.529530,-0.000003,0.000017,-0.000073,1.025832
4.539540,-0.000002,0.000016,-0.000070,1.030371
4.549550,-0.000002,0.000015,-0.000067,1.034920
4.559560,-0.000002,0.000015,-0.000064,1.039479
4.569570,-0.000002,0.000014,-0.000062,1.044048
4.579580,-0.000002,0.000013,-0.000059,1.048627
4.589590,-0.000002,0.000013,-0.000057,1.053217
4.599600,-0.000002,0.000012,-0.000054,1.057816
4.609610,-0.000002,0.000012,-0.000052,1.062425
4.619620,-0.000002,0.000011,-0.000050,1.067044
4.629630,-0.000002,0.000011,-0.000047,1.071674
4.639640,-0.000002,0.000010,-0.000045,1.076313
4.649650,-0.000001,0.000010,-0.000043,1.080962
4.659660,-0.000001,0.000009,-0.000041,1.085621
4.669670,-0.000001,0.000009,-0.000039,1.090291
4.679680,-0.000001,0.000008,-0.000038,1.094970
4.689690,-0.000001,0.000008,-0.000036,1.099659
4.699700,-0.000001,0.000008,-0.000034,1.104359
4.709710,-0.000001,0.000007,-0.000033,1.109068
4.719720,-0.000001,0.000007,-0.000031,1.113788
4.729730,-0.000001,0.000006,-0.000029,1.118517
4.739740,-0.000001,0.000006,-0.000028,1.123257
4.749750,-0.000001,0.000006,-0.000026,1.128006
4.759760,-0.000001,0.000005,-0.000025,1.132766
4.769770,-0.000001,0.000005,-0.000024,1.137535
4.779780,-0.000001,0.000005,-0.000022,1.142315
4.789790,-0.000001,0.000005,-0.000021,1.147104
4.799800,-0.000001,0.000004,-0.000020,1.151904
4.809810,-0.000001,0.000004,-0.000019,1.156714
4.819820,-0.000001,0.000004,-0.000018,1.161533
4.829830,-0.000001,0.000004,-0.000017,1.166363
4.839840,-0.000000,0.000003,-0.000015,1.171202
4.849850,-0.000000,0.000003,-0.000014,1.176052
4.859860,-0.000000,0.000003,-0.000013,1.180912
4.869870,-0.000000,0.000003,-0.000012,1.185782
4.879880,-0.000000,0.000002,-0.000011,1.190661
4.889890,-0.000000,0.000002,-0.000010,1.195551
4.899900,-0.000000,0.000002,-0.000010,1.200451
4.909910,-0.000000,0.000002,-0.000009,1.205361
4.919920,-0.000000,0.000002,-0.000008,1.210281
4.929930,-0.000000,0.000001,-0.000007,1.215210
4.939940,-0.000000,0.000001,-0.000006,1.220150
4.949950,-0.000000,0.000001,-0.000005,1.225100
4.959960,-0.000000,0.000001,-0.000004,1.230060
4.969970,-0.000000,0.000001,-0.000003,1.235030
4.979980,-0.000000,0.000001,-0.000002,1.240010
4.989990,-0.000000,0.000000,-0.000002,1.245000
5.000000,-0.000000,0.000000,-0.000001,1.250000
